"INSTITUTION","WEBADDR","CITY","STATE","ACCREDITED (Y/N)","ACCREDITATION","PUBLIC","PRIVATE","4-YEAR","2 YEAR (Assoc.)","GRAD","TECHNICAL","APPRENTICE","K-12","# TOTAL PROG","# STEM PROG","ACADEMIC","ONLINE/IN PERSON","START DATE","PROG LENGTH","# BATT SPECIFIC PROGRAMS","# BATT RELATED","BATT SPECIFIC","SPECIFIC PROGRAM TYPE","COURSE #","PROG NAME","PROG POC","PROG E-MAIL","PROG PHONE","PROG WEB","PROG PREREQ:","PROG COST","AVENUES FOR FUNDING","PROG ADDRESS","PROSPECTIVE JOBS (Rough Estimate)"
"Texas Southern University","www.tsu.edu/","Houston","TX","Yes","SACSCOC","Yes","No","Yes","No","Yes","No","No","No","100","19","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Engineering Technology (includes storage)","Mrs. Lulueua A. Nasser","lulueua.nasser@tsu.edu","713-313-7119","https://coset.tsu.edu/engineering/electronic-engineering-technology/","HS Diploma","https://tsu.edu/admissions/financial-aid/college-costs.php","Financial Aid: Scholarships, Grants, Loans","TECH 101, 3100 Cleburne Ave., Houston, TX 77004","Technician"
"Prairie View A & M University","www.pvamu.edu/","Prairie View","TX","Yes","SACSCOC","Yes","No","Yes","No","Yes","No","No","No","90","43","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Electrical Engineering - Power & Storage","Dr. Annamalal Annamalal","aaannamalal@pvamu.edu","936-261-9924","https://www.pvamu.edu/engineering/HS Diploma","HS Diploma","https://www.pvamu.edu/faid/","Financial Aid: Scholarships, Grants, Loans","Department of Electrical and Computer Engineering, Prarire View A&M University, Prairie View, TX 77446","Power systems engineer"
"West Texas A & M University","https://www.wtamu.edu/","Canyon","TX","Yes","SACSCOC","Yes","No","Yes","No","Yes","No","No","Yes","104","35","Yes","In Person","Fall","4 years","0","2","No","Bachelor's","Program","Engineering Technology","Dr. Joshua Partheepan","jpartheepan@wtamu.edu","806-651-5265","https://www.wtamu.edu/academics/engineering-technology/","HS Diploma","https://www.wtamu.edu/student-support/financial-aid/index.html","Financial Aid: Scholarships, Grants, Loans","2501 4th Ave, Canyon, TX 79016","Technician"
"West Texas A & M University","https://www.wtamu.edu/","Canyon","TX","Yes","SACSCOC","Yes","No","Yes","No","Yes","No","No","Yes","104","35","Yes","In Person","Summer","1 Week","0","2","No","Summer Camp","Program","Engineering Camp (K-12)","Vicky Buckelew","vbuckelew@wtamu.edu","806-651-5275","https://www.wtamu.edu/academics/college-engineering/engineering-camp.html","None","$350-$375","None","2501 4th Ave, Canyon, TX 79016","Engineer"
"Angelo State University","www.angelo.edu/","San Angelo","TX","Yes","SACSCOC","Yes","No","Yes","No","Yes","No","No","No","95","28","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Mechanical Engineering","College of Science and Engineering","cse@angelo.edu","325-942-2470","https://www.angelo.edu/academics/programs/engineering-mechanical/","HS Diploma","https://www.angelo.edu/admissions-and-aid/paying-for-college/","Financial Aid: Scholarships, Grants, Loans","2601 W. Avenue N, San Angelo, TX 76909","Lab technician"
"Texas Woman's University","www.twu.edu/","Denton","TX","Yes","SACSCOC","Yes","No","Yes","No","Yes","No","No","No","135","29","Unknown","Unknown","Unknown","Unknown","0","0","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","304 Administration Dr, Denton, TX 76204","Unknown"
"Del Mar College","www.delmar.edu/","Corpus Christi","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","100","18","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Electrical Engineering","Computer Science, Engineering and Advanced Technology","","361-698-1299","https://delmar.edu/degrees/electrical-engineering/index.html","HS Diploma","https://delmar.edu/becoming-a-viking/afford/tuition-and-costs/index.html","Financial Aid: Scholarships, Grants, Loans","101 Baldwin Blvd., Corpus Christi, TX 78404","Electrical engineer"
"Alamo Community College District Central Office","alamo.edu/district/","San Antonio","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","150","25","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Electrical Trades","Salvador Arriaga","sarriaga@alamo.edu","210-486-7076","https://www.alamo.edu/spc/academics/programs/allied-construction-trades-act/electrical-trades/","HS Diploma","https://www.alamo.edu/spc/admissions/pay-for-college/tuition-and-fees/","Financial Aid: Scholarships, Grants, Loans","SWC Industrial Technology Center (ITC) (Building 1), A120, 100 800 Quintana Road, San Antiono, TX 78211","Battery installer"
"Midland College","www.midland.edu/","Midland","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","100","8","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Energy Technology","Erick Gutierrez","egutierrez@midland.edu","432-686-4917","https://www.midland.edu/academics/degrees/energy/energy-tech.php","HS Diploma","https://www.midland.edu/enrollment-aid/paying-college/index.php","Financial Aid: Scholarships, Grants, Loans","111 W Florida Ave, Midland, TX 79701","Energy technician"
"Texas State University","https://www.txst.edu/","San Marcos","TX","Yes","SACSCOC","Yes","No","Yes","No","Yes","No","No","No","210","30","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Manufacturing Engineering - Energy Storage","Ingram School of Engineering","Unknown","512-245-1826","https://www.engineering.txst.edu/programs/manufacturing.html","HS Diploma","https://www.admissions.txst.edu/pay-for-college.html","Financial Aid: Scholarships, Grants, Loans","601 University Drive, San Marcos, TX 78666","Manufacturing engineer"
"Tyler Junior College","www.tjc.edu/","Tyler","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","142","20","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Energy Technology","Bill Stiles","bsti@tjc.edu","903-510-3753","https://www.tjc.edu/homepage/103/energy_systems_technology","HS Diploma","https://tjcresources.net/tjc-cost-calculator/","Financial Aid: Scholarships, Grants, Loans","TJC West Energy Center, 1530 S SW Loop 323, Tyler, TX 75701","Energy technician"
"Blinn College District","www.blinn.edu/","Brenham","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","150","21","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Electrical Apprenticeship","Electrical Apprenticeship","trades@blinn.edu","979-209-7205","https://www.blinn.edu/electrical-apprenticeship/index.html","HS Diploma","https://www.blinn.edu/financial-aid/index.html","Financial Aid: Scholarships, Grants, Loans","902 College Ave, Brenham, TX 77833","Power technician"
"Navarro College","www.navarrocollege.edu/","Waxahachie","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","99","9","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Industrial Maintenance Technology","Industrial Maintenance Technology Program Coordinator","Unknown","903-875-7712","https://www.navarrocollege.edu/academics/industrial-technology.html","HS Diploma","https://www.navarrocollege.edu/costs-aid/apply-for-aid.html","Financial Aid: Scholarships, Grants, Loans","Navarro College, 3200 W. 7th Avenue, Corsicana, TX 75110","Energy technician"
"Texas Southmost College","www.tsc.edu/","Brownsville","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","63","19","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Electrical Technology - Energy Storage","Frank Lopez","frank.lopez@tsc.edu","956-295-3540","https://www.tsc.edu/academics/pathways/industrial-technology/electrical-technology/","HS Diploma","https://www.tsc.edu/student-resources/student-services/admissions-and-records/tuition-and-fee-schedule/","Financial Aid: Scholarships, Grants, Loans","90 Ft Brown St, Brownsville, TX 78520","Energy technician"
"Western Texas College","www.wtc.edu/","Snyder","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","122","9","Unknown","Unknown","Unknown","Unknown","0","1","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","6200 College Ave, Snyder, TX 79549","Unknown"
"Odessa College","www.odessa.edu/","Odessa","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","120","20","Yes","In Person","Fall","1 year","0","2","No","Certificate","Program","Electrical Engineering","Lisa Aguilar","laguilar@odessa.edu","432-335-6461","https://catalog.odessa.edu/preview_program.php?catoid=9&poid=1163&returnto=379","HS Diploma","https://www.odessa.edu/enrollment-aid/tuition-fees/index.html","Financial Aid: Scholarships, Grants, Loans","199 W University Blvd, Odessa, TX 79764","Electrical technician"
"Odessa College","www.odessa.edu/","Odessa","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","120","20","Yes","In Person","Fall","2 years","0","2","No","Associate's","Program","Energy Technology","Lisa Aguilar","laguilar@odessa.edu","432-335-6461","https://www.odessa.edu/programs/schools/businessandindustry/energy-technology/index.html","HS Diploma","https://www.odessa.edu/enrollment-aid/tuition-fees/index.html","Financial Aid: Scholarships, Grants, Loans","200 W University Blvd, Odessa, TX 79764","Energy technician"
"Hill College","https://www.hillcollege.edu/","Hillsboro","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","38","6","Unknown","Unknown","Unknown","Unknown","0","0","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","112 Lamar Dr, Hillsboro, TX 76645","Unknown"
"Grayson College","grayson.edu/","Denison","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","48","10","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Electrical Technology","Academic and Career Advising Services","advising@grayson.edu","903-463-8695","https://www.grayson.edu/pathways/electrical-technology/index.html","HS Diploma","https://www.grayson.edu/financialaid/index.html","Financial Aid: Scholarships, Grants, Loans","1455 West Van Alstyne Parkway, Van Alstyne, TX 75495","Electrical technician"
"North Central Texas College","https://www.nctc.edu/","Gainesville","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","60","11","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Electrical Technician","J. Zachary Ouchley","jouchley@nctc.edu","940-498-6282 x 6536","https://catalog.nctc.edu/preview_program.php?catoid=4&poid=229&returnto=529","HS Diploma","https://www.nctc.edu/paying-for-college","Financial Aid: Scholarships, Grants, Loans","3440 Highway 114, Champions Circle, Bldg 1, Suite 101, Ft Worth, TX, 76177","Electrical technician"
"Southwest Texas Junior College","https://www.swtjc.edu/","Uvalde","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","23","8","Unknown","Unknown","Unknown","Unknown","0","0","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","2401 Garner Field Rd, Uvalde, TX 78801","Unknown"
"Weatherford College","https://www.wc.edu/","Weatherford","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","70","19","Unknown","Unknown","Unknown","Unknown","0","0","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","225 College Park Dr, Weatherford, TX 76086","Unknown"
"Vernon College","www.vernoncollege.edu/","Vernon","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","40","16","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Electrical Engineering Technology","Colleen Moore","Unknown","940-552=6291 x3331","https://vernoncollege.smartcatalogiq.com/en/2025-2026/general-catalog/career-and-technical-education-programs/electrical-engineering-technology/electrical-engineering-technology-basic-level-1-certificate/","HS Diploma","https://www.vernoncollege.edu/financial-aid-home-page","Financial Aid: Scholarships, Grants, Loans","4400 College Drive, Vernon, TX 76384","Electrical technician"
"Victoria College","www.victoriacollege.edu/","Victoria","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","50","23","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Electronics Technology","Joshua Scotten","Joshua.Scotten@VictoriaCollege.edu","361-582-2506","https://www.victoriacollege.edu/Explore/ProgramsCourses/IndustrialTrades/ElectronicsTechnology","HS Diploma","https://www.victoriacollege.edu/Explore/GettingStarted/TuitionFees","Financial Aid: Scholarships, Grants, Loans","2200 E. Red River Street, Victoria, TX 77901","Electrical technician"
"Temple College","www.templejc.edu/","Temple","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","80","20","Yes","In Person","Fall","2 years","0","1","No","Associate's","Program","Electromechanical Engineeering Technology","Sandra Melendez","sandra.melendez@templecollege.edu","254-298-8442","https://catalog.templejc.edu/preview_program.php?catoid=27&poid=1666&returnto=1123","HS Diploma","https://catalog.templejc.edu/content.php?catoid=25&navoid=1005","Financial Aid: Scholarships, Grants, Loans","Watson Technology Center, 2601 Dairy Rd, Garland, TX 75041","Energy technician"
"Houston Baptist University","https://hc.edu/","Houston","TX","Yes","SACSCOC","No","Yes","Yes","No","Yes","No","No","No","112","21","Yes","In Person","Fall","4 years","0","1","No","Bachelor's/Master's","Program","Electrical Engineering","Melvin Robinson","mdrobinson@HC.edu","281-649-3185","https://hc.edu/science-and-engineering/degrees/electrical-engineering/","HS Diploma","https://hc.edu/tuition-aid/","Financial Aid: Scholarships, Grants, Loans","7502 Fondren Rd, Houston, TX 77074","Engineering tech"
"Texas Lutheran University","www.tlu.edu/","Seguin","TX","Yes","SACSCOC","No","Yes","Yes","No","Yes","No","No","No","188","17","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","1000 W Court St, Seguin, TX 78155","Unknown"
"The University of Texas at Tyler","https://www.uttyler.edu/","Tyler","TX","Yes","SACSCOC","Yes","No","Yes","No","Yes","No","No","No","90","20","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Electrical Engineering","College of Engineering Tyler Campus","coe@uttyler.edu","903-566-7040","https://www.uttyler.edu/academics/programs/electrical-engineering-bs.php","HS Diploma","https://www.uttyler.edu/admissions-aid/tuition-financial-aid-fees/tuition-fees/","Financial Aid: Scholarships, Grants, Loans","RBS 2002, 3900 University Blvd., Tyler, TX 75799","Engineering technician"
"Panola College","www.panola.edu/","Carthage","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","80","20","Yes","In Person","Fall","2 years","0","1","No","Associate's","Program","Electrical & Instrumentation Technology","Daniel Hall","dhall@panola.edu","903-693-1149","https://pccatalog.panola.edu/energy/associate-of-applied-science/electrical-and-instrumentation","HS Diploma","https://www.panola.edu/financialaid","Financial Aid: Scholarships, Grants, Loans","Panola Main Campus, 1109 W. Panola, Carthage, TX 75633","Electrical technician"
"Clarendon College","www.clarendoncollege.edu/","Clarendon","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","29","8","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","1122 College Dr, Clarendon, TX 79226","Unknown"
"Galveston College","https://www.gc.edu/","Galveston","TX","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","50","20","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Electrical and Electronics Technology","Tyree Bearden","tbearden@gc.edu","409-944-1403","https://gc.edu/academic-career-programs/public-services-business-industry/electrical-electronics-technology.php","HS Diploma","https://gc.edu/financial-aid/index.php","Financial Aid: Scholarships, Grants, Loans","4015 Ave Q, Galveston, TX 77550","Electrical technician"
"Cornell University","www.cornell.edu/","Ithaca","NY","Yes","MSCHE","No","Yes","Yes","No","Yes","No","No","No","400","100","Yes","In Person","Fall","2-6 years","2","0","Yes","Research","Program","Upstate New York Energy Storage Engine","Unknown","upstatenyengine@binghamton.edu","Unknown","https://researchservices.cornell.edu/resources/upstate-new-york-energy-storage-engine","Bachelors/HS","https://finaid.cornell.edu/","Financial Aid: Scholarships, Grants, Loans","616 Thurston Ave, Ithaca, NY 14853","Battery technician"
"Cornell University","www.cornell.edu/","Ithaca","NY","Yes","MSCHE","No","Yes","Yes","No","Yes","No","No","No","400","100","Yes","In Person","Spring","1 semester","2","0","Yes","Course","CHEME 6679","Energy Storage Module","Christopher A. Alabi","caa238@cornell.edu","607-255-7889","https://classes.cornell.edu/browse/roster/SP25/class/CHEME/6679","Contact POC for more information","https://finaid.cornell.edu/","Grants","Robert Frederick Smith School of Chemical and Biomolecular Engineering, 120 Olin Hall, Ithaca, NY 14853","Energy technician"
"Rensselaer Polytechnic Institute","www.rpi.edu/","Troy","NY","Yes","MSCHE","No","Yes","Yes","No","Yes","No","No","No","140","100","Yes","In Person","Fall","2-6 years","1","0","Yes","Research","Program","Center for Future Energy Systems","Center for Future Energy Systems","cfes@rpi.edu","518-276-6754","https://cfes.rpi.edu/","Bachelors/HS","Contact POC for more information","Grants","Rensselaer Polytechnic Institute, George Low Building CII 8015, 110 8th Streeth, Troy, NY 12180-3590","Materials technician"
"New York University","https://www.nyu.edu/","New York","NY","Yes","MSCHE","No","Yes","Yes","No","Yes","No","No","No","400","100","Yes","In Person","Fall","2-6 years","1","0","Yes","Research","Program","NYU Tandon Energy Storage Lab","Prof. Andre D. Taylor","Unknown","203-432-2217","https://tmdlab.org/research-1/energy-storage","BS/BA","Contact POC for more information","Grants","6 Metrotech, Brooklyn, NY 11201","Energy storage researcher"
"CUNY City College","www.ccny.cuny.edu/","New York","NY","Yes","MSCHE","Yes","No","Yes","No","Yes","No","No","No","115","23","Yes","In Person","Fall","2-6 years","1","0","Yes","Research","Program","Energy Institute/Battery Research","Sanjoy Banerjee","banerjee@che.ccny.cuny.edu","212-650-8149","https://www1.cuny.edu/sites/energy/","Bachelors/HS","Contact POC for more information","Grants","Steinman Hall, Room 327, 160 Convent Avenue, New York, NY 10031","Energy engineer, battery engineer"
"SUNY Polytechnic Institute","www.sunypoly.edu/","Utica","NY","Yes","MSCHE","Yes","No","Yes","No","Yes","No","No","Yes","47","15","Yes","In Person","Fall","7 months","4","0","Yes","Training","Program","High School Training Program","Dr. Harry Efstathiadis","hefstathiadis@sunypoly.edu","Unknown","https://sunypoly.edu/esttp/high-school-training.html","Contact POC for more information","Contact POC for more information","None","100 Seymour Rd, Utica, NY 13502","Energy technician"
"SUNY Polytechnic Institute","www.sunypoly.edu/","Utica","NY","Yes","MSCHE","Yes","No","Yes","No","Yes","No","No","Yes","47","15","Yes","In Person","Fall","2 weeks","4","0","Yes","Training","Program","Energy Storage Technology Workforce Training Program","Dr. Harry Efstathiadis","hefstathiadis@sunypoly.edu","Unknown","https://sunypoly.edu/esttp/workforce-training.html","Contact POC for more information","Contact POC for more information","None","100 Seymour Rd, Utica, NY 13502","Battery technician"
"SUNY Polytechnic Institute","www.sunypoly.edu/","Utica","NY","Yes","MSCHE","Yes","No","Yes","No","Yes","No","No","Yes","47","15","Yes","In Person","Fall","2 semesters","4","0","Yes","Training","Program","Energy Storage Technology Capstone Training Program","Dr. Harry Efstathiadis","hefstathiadis@sunypoly.edu","Unknown","https://sunypoly.edu/esttp/capstone-training.html","Contact POC for more information","Contact POC for more information","None","100 Seymour Rd, Utica, NY 13502","Battery technician"
"SUNY Polytechnic Institute","www.sunypoly.edu/","Utica","NY","Yes","MSCHE","Yes","No","Yes","No","Yes","No","No","Yes","47","15","Yes","In Person","Fall","2-6 years","4","0","Yes","Research","Program","Research","Wide Band Gap Optronix Lab","wbgoptronix@sunypoly.edu","Unknown","https://sunypoly.edu/research/wbgoptronixlab/research.html#:~:text=(Al)GaN%2Dbased%20Betavoltaic%20Microbatteries","Contact POC for more information","Contact POC for more information","Grants","257 Fuller Rd, Albany, NY 12203","Battery technician"
"Rochester Institute of Technology","www.rit.edu/","Rochester","NY","Yes","MSCHE","No","Yes","Yes","No","Yes","No","No","No","350","100","Yes","In Person","Fall","2-6 years","1","0","Yes","Research","Program","Battery Prototyping Center","Matthew Ganter","mjgvpr@rit.edu","585-475-4131","https://www.rit.edu/research/battery-prototyping-center","Bachelors/HS","Contact POC for more information","Grants","Battery Development Center, Institute Hall, Room 4180, Rochester, NY 14623","Prototype technician"
"SUNY College of Technology at Alfred","www.alfredstate.edu/","Alfred","NY","Yes","MSCHE","Yes","No","No","Yes","No","Yes","No","No","80","35","Yes","In Person","Fall","2 years","0","1","No","Certificate","Program","Electrical Engineering Technology","Aric Bryant","bryantam@alfredstate.edu","607-587-4690","https://www.alfredstate.edu/electrical-engineering-technology","HS Diploma","https://www.alfredstate.edu/financial-aid","Financial Aid: Scholarships, Grants, Loans","10 Upper College Drive, Alfred, NY 14802","Electrical engineering technician, elelctrical engineer"
"Hudson Valley Community College","www.hvcc.edu/","Troy","NY","Yes","MSCHE","Yes","No","No","Yes","No","Yes","No","No","80","20","Yes","In Person","Fall","1 year","0","3","No","Certificate","Program","Clean Energy Management","Christopher McNally","ATP@hvcc.edu","518-629-7275","https://www.hvcc.edu/programs/all/stem/clean-energy-management-aas.html","HS Diploma","https://www.hvcc.edu/admissions/financial-aid/cost-to-attend.html","Financial Aid: Scholarships, Grants, Loans","Williams Hall, Room 126, 80 Vandenburgh Ave, Troy, NY 12180","Electrical/Battery Tech"
"Hudson Valley Community College","www.hvcc.edu/","Troy","NY","Yes","MSCHE","Yes","No","No","Yes","No","Yes","No","No","80","20","Yes","In Person","Fall","2 year","0","3","No","Certificate","Program","Electric and Autonomous Vehicles","Christopher McNally","ATP@hvcc.edu","519-629-7275","https://www.hvcc.edu/programs/all/stem/electric-and-autonomous-vehicles-certificate.html","HS Diploma","https://www.hvcc.edu/admissions/financial-aid/cost-to-attend.html","Financial Aid: Scholarships, Grants, Loans","Williams Hall, Room 126, 80 Vandenburgh Ave, Troy, NY 12180","Electrical/Battery Tech"
"Hudson Valley Community College","www.hvcc.edu/","Troy","NY","Yes","MSCHE","Yes","No","No","Yes","No","Yes","No","No","80","20","Yes","In Person","Fall","3 year","0","3","No","Certificate","Program","Electrical Engineering Technology","Joseph Dana","EAM@hvcc.edu","518-629-4867","https://www.hvcc.edu/programs/all/stem/electrical-engineering-technology-electronics-aas.html","HS Diploma","https://www.hvcc.edu/admissions/financial-aid/cost-to-attend.html","Financial Aid: Scholarships, Grants, Loans","Hudson Hall, Room 129, 80 Vandenburgh Ave, Troy, NY 12180","Electrical/Battery Tech"
"Erie Community College","www.ecc.edu/","Buffalo","NY","Yes","MSCHE","Yes","No","No","Yes","No","Yes","No","No","100","11","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Electrical Engineering Technology","Anthony Klejna","klejnaa@ecc.edu","716-851-1517","https://www.ecc.edu/academics/electrical-engineering-technology.html","HS Diploma","https://www.ecc.edu/admissions-and-aid/tuition-fees.html","Financial Aid: Scholarships, Grants, Loans","North Campus, Room B101, 6205 Main Street, Williamsville, NY 14221","Electrical engineer"
"Fulton-Montgomery Community College","www.fmcc.edu/","Johnstown","NY","Yes","MSCHE","Yes","No","No","Yes","No","Yes","No","No","30","3","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Robotics & Systems Technology","Andrea Scribner","andrea.scribner@fmcc.suny.edu","518-736-3622","https://fmcc.edu/building-trades-advanced-manufacturing/electrical-technology-aas?highlight=WyJlbGVjdHJpY2FsIiwidGVjaG5vbG9neSJd","HS Diploma","https://fmcc.edu/admissions-aid/affordability","Financial Aid: Scholarships, Grants, Loans","2805 State Highway 67, Johnstown, NY 12095","Electrical/Battery Tech"
"Mohawk Valley Community College","www.mvcc.edu/","Utica","NY","Yes","MSCHE","Yes","No","No","Yes","No","Yes","No","No","90","33","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Electrical Engineering Technology","Joe Woodrow","jwoodrow@mvcc.edu","315-731-5753","https://www.mvcc.edu/academics/stem/electrical-engineering/index.php","HS Diploma","https://www.mvcc.edu/paying-for-college/index.php","Financial Aid: Scholarships, Grants, Loans","Academic Building 165B, Utica Campus, 1101 Sherman Drive, Utica, NY 13501","Electrical and Electronics Drafter, Electronic Engineering Technologist, Electrical Engineering Technician"
"College of the Desert","www.collegeofthedesert.edu/","Palm Desert","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","260","14","Yes","In Person","Fall","1 year","0","2","No","Certificate","Program","Power Generation and Distribution","George Brown & Ramiro Galicia","gjbrown@collegeofthedester.edu & rgalicia@collegeofthedesert.edu","760-568-3238 & 760-674-7833","https://catalog.collegeofthedesert.edu/programs/energy-systems-technology/energy-systems-technology-certificate-of-achievement/#text","High school diploma","https://www.collegeofthedesert.edu/students/fin-aid/costs.php","Financial Aid: Scholarships, Grants, Loans","43-500 Monterey Ave, Palm Desert, CA 92260","Power systems technician"
"College of the Desert","www.collegeofthedesert.edu/","Palm Desert","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","260","14","Yes","In Person","Fall","1 year","0","2","No","Certificate","Program","Solar Battery Storage Installation and Maintenance Certificate","George Brown & Ramiro Galicia","gjbrown@collegeofthedester.edu & rgalicia@collegeofthedesert.edu","760-568-3238 & 760-674-7833","https://catalog.collegeofthedesert.edu/programs/energy-systems-technology/solar-battery-storage/#learningoutcomestext","High school diploma","https://www.collegeofthedesert.edu/students/fin-aid/costs.php","Financial Aid: Scholarships, Grants, Loans","43-500 Monterey Ave, Palm Desert, CA 92260","Renewable energy technician"
"American River College","https://www.arc.losrios.edu/","Sacramento","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","90","13","Yes","In Person","Fall","1 semester","1","2","Yes","Course","ENERGY 143","Solar Photovoltaic Systems Design, Installation, and Troubleshooting","Jordan Meyer","meyerj2@arc.losrios.edu","916-484-8473","https://arc.losrios.edu//academics/programs-majors/energy","ENERGY 141 with a grade of ""C"" or better","https://arc.losrios.edu/admissions/financial-aid-and-fees/tuition-and-fees","Financial Aid: Scholarships, Grants, Loans","4700 College Oak Dr, Sacramento, CA 95841","Energy systems tech"
"American River College","https://www.arc.losrios.edu/","Sacramento","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","90","13","Yes","In Person","Fall/Spring/Summer","2 years","1","2","No","Associate's","Program","Electronic Systems Technology","Jordan Meyer","meyerj2@arc.losrios.edu","916-484-8473","https://arc.losrios.edu/academics/programs-majors/electronic-systems-technology-as-degree-(full-time)-map","High school diploma","https://arc.losrios.edu/admissions/financial-aid-and-fees/tuition-and-fees","Financial Aid: Scholarships, Grants, Loans","4700 College Oak Dr, Sacramento, CA 95841","Electrical technician"
"American River College","https://www.arc.losrios.edu/","Sacramento","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","90","13","Yes","In Person","Fall/Spring/Summer","2 years","1","2","No","Associate's","Program","Electrical Engineering","Bill Simpson","simpsow@arc.losrios.edu","Unknown","https://arc.losrios.edu/academics/programs-majors/engineering","High school diploma","https://arc.losrios.edu/admissions/financial-aid-and-fees/tuition-and-fees","Financial Aid: Scholarships, Grants, Loans","4700 College Oak Dr, Sacramento, CA 95841","Electrical engineer"
"Santa Rosa Junior College","www.santarosa.edu/","Santa Rosa","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","115","32","Yes","In Person","Fall","1 semester","3","0","Yes","Course","ATL 161","Mobile Electrical Systems 1","Counseling","Unknown","707-527-4451","https://portal.santarosa.edu/SRWeb/SR_CourseOutlines.aspx?ck=ATL161","None","https://financialaid.santarosa.edu/estimated_cost","Financial Aid: Scholarships, Grants, Loans","1501 Mendocino Ave., Santa Rosa, CA 95401","Electrical technician"
